order_detail_id,order_id,product_id,qty,order_price
305,5768,2,1,1029.36
306,325,4,2,606.64
307,5053,1,3,1367.1
308,2006,3,1,221.84
309,2070,4,2,1200.62
310,9596,1,5,508.44
311,3253,3,3,101.22
312,8865,4,3,1074.91
313,7222,1,2,598.27
314,9511,1,4,359.19
315,3973,4,2,635.59
316,8918,4,2,118.54
317,7339,3,4,1328.67
318,6604,1,5,499
319,679,1,4,855.06
320,2866,1,3,431.8
321,1642,5,1,1165.09
322,6042,2,3,240.77
323,4510,4,1,899.1
324,8592,4,1,948.95
325,5872,5,5,1321.03
326,2716,2,5,726.54
327,4227,1,4,1430.2
328,8144,3,2,414.84
329,6237,1,5,1041.78
330,8346,2,3,773.38
331,4478,3,2,639.72
332,5854,3,2,1334.44
333,221,4,4,887.71
334,8113,1,3,467.62
335,7261,4,3,1448.46
336,5408,5,4,816.28
337,9482,5,1,822.69
338,7253,1,2,291.99
339,9647,5,5,1139.25
340,1551,1,5,156.21
341,244,3,1,404.7
342,6634,3,3,543.64
343,3186,2,3,789.12
344,375,4,5,417.37
345,8249,1,5,836.86
346,7857,5,3,1181.75
347,6272,4,5,1168.62
348,4733,5,5,1328.33
349,9556,4,1,493.4
350,7205,2,4,1063.6
351,5094,2,3,817.97
352,2303,5,3,831.39
353,1307,2,4,1175.76
354,8507,1,1,734.95
355,4498,2,4,848.14
356,9964,2,4,350.22
357,1526,3,5,554.3
358,338,3,1,120.71
359,172,5,4,744.16
360,6381,4,4,1149.97
361,8499,4,3,174.07
362,1170,1,4,981.36
363,3199,1,1,1235.1
364,7063,4,1,990.05
365,3156,4,3,991.66
366,4564,3,4,281.11
367,5561,1,1,126.3
368,556,4,2,995.95
369,6042,1,2,254.01
370,8747,5,4,603.87
371,4042,2,2,595.82
372,6056,1,2,1380.82
373,1091,1,3,456.59
374,6738,1,4,1227.96
375,2147,1,3,1409.86
376,814,4,4,550.26
377,5710,3,4,584.05
378,963,4,4,452.49
379,8173,5,2,263.62
380,8123,2,5,825.76
381,1412,4,2,985.64
382,2503,1,1,626.76
383,4262,1,2,877.24
384,2368,2,1,544.83
385,791,4,3,740.73
386,3208,3,4,280.57
387,530,3,1,924.53
388,7971,3,1,1286.95
389,8978,5,2,1171.64
390,837,2,4,437.54
391,5038,4,4,737.25
392,8432,1,4,368.27
393,3460,4,2,866
394,5121,1,5,1395.26
395,2796,4,2,519.71
396,988,5,2,962.23
397,5013,2,3,215.88
398,4286,4,2,1040.17
399,6837,1,2,595.29
400,6,4,1,1439.98
401,9001,5,2,812.39
402,8584,1,2,1183.67
403,8668,3,4,1152.41
404,8379,3,4,446.35
405,9617,4,4,1145.19
406,7143,1,3,317.08
407,6865,4,2,192.27
408,3539,4,1,1131.09
409,5654,2,1,1236.15
410,118,3,4,206.01
411,4067,4,3,810.85
412,4247,4,1,714.12
413,9,5,5,225.22
414,4831,3,1,1280.98
415,913,4,2,876.54
416,3823,4,4,728.13
417,947,5,5,1202.45
418,871,1,2,786.81
419,1818,3,4,170.03
420,9258,1,4,1332.06
421,891,1,3,1107.2
422,1336,5,2,1453.25
423,9074,4,1,1186.56
424,579,2,1,545.64
425,8144,3,5,812.35
426,3323,5,2,308.42
427,522,5,2,136.43
428,6641,2,5,710.55
429,6292,5,2,793.31
430,3117,3,5,1099.01
431,2509,2,4,302.83
432,827,2,3,1149.73
433,5624,4,2,1246.54
434,1183,1,1,1375.87
435,8539,5,4,1369.92
436,2428,5,4,129.21
437,922,3,2,109.07
438,2579,3,4,844.62
439,118,2,2,365.09
440,1983,5,5,475.25
441,2772,1,5,478.12
442,5614,1,4,1245.17
443,5552,2,1,639.88
444,1329,4,5,458.53
445,765,3,1,1457
446,7870,3,4,1174.68
447,1649,4,4,931.74
448,914,5,5,577.08
449,1645,5,1,591.94
450,1414,5,3,429
451,6011,4,2,1092.25
452,3759,3,3,545.34
453,7127,5,4,1061.66
454,6362,5,2,181.24
455,2107,1,3,1228.58
456,4343,2,1,1275.14
457,8656,1,3,1260.6
458,436,5,2,285.17
459,5429,4,3,1223.53
460,4728,4,5,505.71
461,1446,5,3,949.95
462,3652,5,3,1008.98
463,2734,1,2,658.82
464,2500,4,2,1122.08
465,7860,3,4,178.81
466,562,1,1,448.9
467,2875,2,3,553
468,7923,3,2,222.62
469,5170,5,2,797.38
470,100,4,3,212.92
471,5255,1,1,1087.54
472,8517,4,3,1412.96
473,8209,3,5,936.12
474,1544,1,3,1036.11
475,1518,5,3,995.25
476,1743,1,2,330.59
477,2396,3,4,611.86
478,5201,2,1,955.78
479,7852,5,4,629.48
480,7674,3,2,561.11
481,918,3,2,609.39
482,1130,3,5,782.53
483,3800,4,1,1114.13
484,4280,2,2,1177.85
485,9075,5,4,1397.88
486,6736,2,3,1438.38
487,5032,1,5,640.4
488,2067,1,2,1257.21
489,9570,1,3,1406.8
490,6526,2,5,613.4
491,4718,1,5,1358.68
492,9454,5,4,191.36
493,6645,4,2,192.7
494,2364,1,3,668.57
495,2258,2,3,646.85
496,4395,2,5,892.06
497,3876,1,2,976.11
498,1822,1,1,418.86
499,7211,3,1,141.29
500,6101,3,4,128.73
501,8668,2,1,804.57
502,3138,2,5,817.89
503,8915,1,2,681.24
504,1780,4,3,1052.88
505,1759,1,3,266.34
506,8068,3,2,136.83
507,1361,3,2,605.81
508,2700,4,5,289.82
509,3443,3,5,209.49
510,5845,1,5,1033.6
511,654,5,1,513.33
512,9082,2,1,221.29
513,8620,5,1,1053.06
514,4951,2,4,595.65
515,2911,4,2,1389.54
516,7459,4,5,1235.23
517,8187,5,1,1179.13
518,4811,2,3,397.74
519,1474,2,3,336.78
520,9936,4,1,1430.29
521,6770,5,5,979.62
522,2522,4,2,720.48
523,9791,5,1,1426.64
524,5241,3,3,777.23
525,7973,1,1,131.18
526,6994,5,1,1296.97
527,8746,5,4,1412.42
528,1627,5,4,1328.69
529,8887,2,2,1405.17
530,9778,1,3,692.1
531,3151,2,2,1067.37
532,5884,5,2,1195.92
533,7959,5,4,389.39
534,9984,3,4,922.03
535,9851,5,1,289.22
536,9880,2,5,1227.83
537,7050,4,2,1493.36
538,8603,4,1,670.2
539,1489,3,1,762.98
540,5896,5,3,277.73
541,1313,3,4,521.49
542,8255,3,5,663.14
543,1597,1,5,375.42
544,6562,2,2,715.52
545,1833,4,2,222.83
546,5279,1,5,1413.11
547,7916,4,4,276.12
548,8615,5,4,1233.35
549,1756,4,5,518.27
550,8873,2,3,1006.67
551,5038,1,2,930.64
552,3965,2,2,1113.15
553,9190,2,2,556.08
554,9786,2,2,1143.88
555,6287,3,3,1117.42
556,9730,5,2,1099.86
557,8799,5,3,280.42
558,9325,5,4,129.44
559,3743,3,3,680.55
560,7852,1,5,561.7
561,1533,1,2,1267.15
562,8898,4,2,1182.93
563,2099,1,3,523.02
564,9897,5,3,1375.68
565,9579,3,1,1467.86
566,11,4,2,398.71
567,2364,2,4,379.87
568,2966,1,1,877.02
569,8600,3,5,1481.46
570,7310,1,4,531.55
571,7497,3,3,609.8
572,1720,5,3,690.41
573,693,4,5,382
574,5110,3,1,1049.73
575,7274,5,1,635.85
576,7139,1,3,1109.57
577,7625,1,2,679.53
578,9168,2,2,1218.74
579,7579,4,1,573.15
580,417,4,4,1055.22
581,5142,5,3,1452.01
582,3198,2,1,172.88
583,5840,3,5,614.49
584,6981,3,5,114.76
585,2498,3,3,356.69
586,3647,5,4,628.33
587,8414,4,4,552.2
588,5131,4,5,692.17
589,727,4,2,1049.67
590,4619,3,2,896.94
591,4028,5,2,1263.68
592,4795,4,2,756.45
593,3077,1,4,628.36
594,2345,5,1,934.34
595,8097,2,5,527.98
596,8829,1,1,1201.23
597,2601,1,1,876.67
598,5323,3,5,919.2
599,6157,3,4,800.12
600,6305,2,4,359.47
601,297,4,1,1225.4
602,2510,4,4,802.59
603,2587,1,5,1188.17
604,8252,1,1,207.14
605,3568,3,3,1024.2
606,9649,2,2,688.62
607,3496,1,1,654.28
608,4208,5,1,685.72
609,1256,3,4,291.45
610,5089,2,1,107.06
611,6831,3,1,1092.23
612,5718,1,4,138.53
613,380,3,1,892.43
614,1160,3,4,777.34
615,1763,4,2,456.47
616,1028,5,4,529.73
617,1704,3,4,1041.83
618,2739,2,3,172.94
619,6660,1,5,1207.37
620,587,2,5,333.56
621,2234,3,2,340.14
622,1734,3,4,1206.92
623,4091,1,4,886.54
624,2700,4,5,1367.71
625,1339,3,5,789.77
626,6177,2,5,255.43
627,7448,2,3,870.59
628,3828,1,4,1055.08
629,7387,1,4,582.96
630,2338,2,4,788.44
631,6720,1,2,180.68
632,3884,2,3,618.58
633,9742,3,5,1303.84
634,2301,5,4,582.11
635,340,2,3,813.53
636,2197,2,3,884.38
637,5150,5,4,1364.65
638,8984,2,5,696.57
639,6682,2,4,402.76
640,5515,2,2,445.78
641,5904,1,1,653.99
642,60,3,2,1237.66
643,396,1,5,567.25
644,2225,2,2,1331.95
645,3494,3,3,590.81
646,9981,5,3,1392.98
647,6415,2,4,916.21
648,5122,3,1,1497.96
649,6343,2,2,652.57
650,2486,2,3,763.84
651,4883,2,4,1121.49
652,6232,5,1,1175.95
653,1558,3,2,693.89
654,3560,3,1,1051.51
655,8621,4,1,206.83
656,7434,5,1,1257.26
657,4242,1,1,708.62
658,507,5,2,699.26
659,2021,2,5,279.64
660,7679,1,1,1120.22
661,9487,5,5,330.33
662,6168,1,3,502.02
663,6759,5,3,220.59
664,4645,2,3,1068.29
665,881,2,2,119.28
666,3980,5,5,1114.24
667,1590,3,3,1370.03
668,851,5,2,864.84
669,6707,4,2,465.04
670,6248,2,4,1175.19
671,3573,2,2,918.96
672,371,3,3,120.06
673,679,4,1,973.47
674,3367,1,4,528.26
675,8009,1,5,1464.58
676,6948,5,5,1006.16
677,5076,5,2,1481.6
678,6397,5,2,970.93
679,4182,5,5,1030.99
680,3463,5,4,606.31
681,1585,4,2,1199.41
682,7048,3,1,889.76
683,6869,5,5,790.15
684,6885,5,1,971.61
685,3272,4,3,749.61
686,3693,2,4,508.24
687,8165,5,3,933.43
688,4229,5,2,1058.04
689,7104,5,3,362.45
690,376,1,1,1141.15
691,9833,1,2,287.69
692,5644,1,1,1012.23
693,1170,3,3,609.64
694,8994,4,3,1249.03
695,4138,4,5,349.68
696,8518,1,5,574.59
697,1708,4,4,1383.08
698,807,4,3,611.21
699,1933,4,2,822.29
700,4185,1,1,757.09
701,5530,3,2,1026.47
702,5314,2,4,213.03
703,2644,1,4,848.13
704,3768,1,3,994.26
705,3780,2,3,1220.51
706,5063,1,3,381.95
707,1154,4,3,671.29
708,8687,5,5,857.83
709,5043,4,3,504.96
710,793,3,5,616.81
711,3605,2,5,539.51
712,2214,4,1,796.25
713,6450,2,4,1006.34
714,3589,1,2,1350.83
715,4197,5,3,1305.8
716,7837,1,2,1105.41
717,4278,2,2,533.04
718,2409,1,2,722.89
719,5001,1,4,737.25
720,8204,1,2,634.05
721,8915,4,4,1114.4
722,2937,3,2,1390.25
723,6612,3,3,995.45
724,445,4,1,857.36
725,3865,5,3,1491.22
726,622,3,5,783.61
727,8566,5,4,1049.01
728,9480,1,4,1058.98
729,954,1,5,114.82
730,4409,1,2,863.34
731,367,4,5,887.9
732,4169,4,2,346.97
733,7310,2,4,873.99
734,6094,4,3,950.57
735,4139,5,2,1450.53
736,2003,2,3,887.81
737,6383,3,1,819.28
738,260,2,5,833.72
739,971,3,4,451.39
740,8555,1,5,1398.76
741,9926,3,2,442.73
742,601,3,3,1469.5
743,8862,2,5,1421.45
744,7554,1,4,866.21
745,4319,2,3,318.48
746,4995,5,3,114.87
747,7286,4,2,723.66
748,7266,4,5,1399.14
749,8914,3,2,1025.36
750,205,1,2,1384.73
751,2773,3,3,1033.61
752,9660,5,1,1116.03
753,1951,1,5,379.39
754,1180,4,5,287.2
755,1470,4,1,732.14
756,4691,2,1,1488.75
757,1616,1,4,656.38
758,9842,3,3,898.46
759,9865,4,1,1170.79
760,9900,5,3,1309.44
761,982,4,4,703.19
762,8966,2,5,1395.3
763,5568,3,4,643.4
764,5436,3,1,726.02
765,8116,3,1,123.8
766,8035,4,5,345.44
767,1597,2,2,596.09
768,8447,4,2,1207.81
769,1557,3,4,1211.38
770,9483,2,4,515.15
771,2434,2,5,704.94
772,9385,4,1,522.34
773,4270,1,4,458.54
774,7771,5,5,926.52
775,2355,1,4,720.32
776,39,4,1,1443
777,5451,4,3,868.86
778,854,3,4,642.27
779,6311,2,3,471.15
780,8667,4,2,117.17
781,3520,2,3,930.37
782,4958,1,2,802.35
783,5874,2,4,1336.73
784,5924,5,3,278.48
785,6116,5,4,985.28
786,8544,3,4,371.14
787,9001,1,3,1119.12
788,4718,4,1,456.6
789,2861,5,5,860.46
790,7809,1,5,1464.89
791,2383,2,3,276.51
792,9682,4,2,1262.16
793,7885,4,5,1294.18
794,3889,2,1,1296.54
795,7953,5,2,112.29
796,9259,4,3,189.05
797,5247,4,2,598.28
798,5272,2,3,103.36
799,8258,5,3,1346.94
800,6287,4,2,307.78
801,3803,2,1,1315.5
802,5878,5,4,1239.42
803,4691,1,5,275.8
804,2729,4,2,1207.93
805,4651,2,2,274.97
806,7695,4,5,278.66
807,979,5,5,358.31
808,4487,2,3,979.46
809,5570,5,1,610.58
810,6264,1,4,1076.32
811,9436,4,4,759.74
812,3762,2,5,1353.86
813,8451,3,3,501.34
814,7496,4,1,109.27
815,4924,5,3,809.35
816,4282,4,3,325.48
817,9511,4,5,901.73
818,8744,1,1,193.6
819,4371,2,3,876.64
820,1432,1,1,156.15
821,7321,2,4,723.49
822,2104,3,3,143.93
823,8928,5,1,1234.21
824,9247,4,4,821.52
825,8177,5,5,1264.33
826,4993,5,1,1126.66
827,3727,3,5,1436.1
828,5069,3,1,1013.36
829,5464,4,5,654.76
830,5632,2,2,1326.21
831,305,1,3,1448.49
832,5764,5,4,381.39
833,1109,2,5,588.99
834,5348,5,1,273.38
835,5667,1,2,427.97
836,47,2,3,893.66
837,2847,5,3,338.44
838,8686,4,3,425.26
839,8693,5,2,1212.98
840,3765,1,1,386.63
841,755,3,4,609.28
842,5103,5,1,1199.54
843,8468,5,3,124.4
844,2821,5,3,318.65
845,3391,4,5,286.91
846,9636,5,5,1037.34
847,1612,2,5,1133.34
848,996,2,5,1267.68
849,9631,4,2,736.48
850,889,5,1,893.9
851,2191,1,1,780.23
852,2709,2,2,1128.99
853,2000,5,1,1102.9
854,4996,4,2,152.6
855,49,4,3,229.35
856,7406,3,3,1482.19
857,3737,3,1,1431.79
858,7010,5,3,1237.18
859,8872,2,4,1081.75
860,924,4,2,509.31
861,8039,5,3,1437.51
862,2448,4,5,1045.45
863,4907,5,1,1400.71
864,2985,4,5,1364.25
865,9649,2,3,212.93
866,7548,5,2,1300.33
867,4865,2,2,1003.32
868,5366,4,5,746.89
869,8451,2,4,638.91
870,3279,1,2,1047.75
871,179,1,4,101.43
872,8504,5,1,1490.63
873,7876,2,3,360.92
874,2029,3,3,1051.45
875,5916,1,2,1348.67
876,2642,5,3,1103.99
877,8356,2,2,1179.82
878,8448,4,1,1170.93
879,2173,2,4,317.4
880,9219,1,3,1367.26
881,4582,1,1,792.5
882,6281,2,1,532.45
883,5460,4,1,801.19
884,3705,5,5,165.23
885,3677,5,1,894.53
886,9333,2,1,1132.09
887,1189,4,1,202.2
888,6833,1,1,1208.9
889,4794,5,1,661.31
890,3409,3,2,547.7
891,4513,3,2,186.99
892,9011,1,3,181.39
893,6996,3,4,513.53
894,2397,1,3,940.91
895,8333,5,1,1101.65
896,3216,5,4,778.4
897,8979,5,2,1361.29
898,467,5,3,333.3
899,458,1,2,1182.37
900,184,5,2,1068.08
901,7411,5,5,291.7
902,3967,5,4,873.2
903,7087,1,2,363.74
904,2924,2,4,1253.3
905,3142,4,3,1488.45
906,4127,4,1,752.72
907,513,4,3,1068.99
908,4659,5,5,406.4
909,3979,3,5,321.73
910,8390,4,4,438.66
911,3647,2,3,177.69
912,7418,1,3,981.28
913,78,5,3,1356.18
914,9654,3,1,1456.03
915,4252,5,1,1116.67
916,8008,2,5,379.95
917,5157,3,4,1142.54
918,2507,3,3,728.26
919,2799,2,4,1233.15
920,9087,1,2,315.59
921,8618,2,5,321.16
922,3471,4,1,1012.86
923,4093,4,2,844.07
924,7385,5,5,283.28
925,4240,3,1,592.5
926,6483,5,1,914.91
927,5298,5,4,920.73
928,7102,1,3,776.22
929,7027,4,1,223.72
930,2544,4,4,488.75
931,9345,2,4,1402.62
932,5865,4,1,642.84
933,9324,2,1,614.45
934,9541,2,3,1354.32
935,8150,2,1,477.86
936,7744,1,3,995.05
937,818,5,1,859.66
938,2228,2,5,153.15
939,7803,5,2,202.67
940,3582,4,1,250.36
941,7720,5,3,1235.92
942,919,1,1,1224.48
943,2271,3,5,210
944,8821,2,2,669.86
945,7545,2,2,1493.53
946,6830,5,4,1166.74
947,5326,4,3,694.57
948,7571,5,3,939.21
949,7892,1,4,1149.85
950,5780,2,4,1026.14
951,70,1,3,1406.66
952,5891,3,4,713.18
953,1228,4,3,1403.48
954,629,3,4,950.2
955,2743,1,2,251.53
956,5497,1,1,1174.93
957,8635,1,3,742.4
958,3144,1,3,210.08
959,673,3,1,685.7
960,7297,2,4,246.83
961,8880,1,5,419.81
962,7210,2,4,545.15
963,7891,5,3,810.89
964,9048,5,1,1373.82
965,3382,5,2,539.54
966,7491,4,3,230.11
967,7318,3,1,1337.9
968,714,1,3,1001.54
969,1586,5,3,190.06
970,9972,3,4,690.87
971,3804,4,4,840.4
972,74,5,5,354.84
973,6445,1,5,1176.61
974,2655,3,5,721.53
975,7829,2,1,1287.56
976,8533,3,4,136.27
977,4868,5,3,951.24
978,7237,4,1,244.3
979,3991,5,2,803.5
980,9408,3,2,495.57
981,7498,5,3,750.18
982,3078,2,5,619.4
983,2139,3,5,1050.51
984,9327,4,4,1117.08
985,7691,1,2,295.05
986,1284,3,5,696.35
987,2318,1,4,421.47
988,1479,2,1,1417.04
989,2465,1,2,774.93
990,85,1,1,581.2
991,6189,3,2,424.63
992,693,4,5,1217.92
993,5531,3,1,1304.5
994,3602,4,5,613.01
995,8563,3,5,1397.13
996,9718,1,1,1292.46
997,5416,3,2,1285.47
998,5850,1,5,329.22
999,4875,4,3,361.22
1000,6344,4,1,1432.55
1001,5731,4,1,1477.79
1002,1644,5,2,1456.38
1003,2491,4,3,978.96
1004,7380,4,1,433.69
1005,5152,2,5,718.34
1006,8431,4,4,1249.48
1007,9854,3,3,828.06
1008,4921,5,3,988.78
1009,1882,1,5,592.86
1010,9805,4,3,1359.27
1011,4648,2,3,291.24
1012,3441,3,3,313.3
1013,2315,2,1,531.21
1014,1547,1,2,468.97
1015,7507,1,5,535.9
1016,190,2,1,481.4
1017,1824,3,5,377.49
1018,1435,5,4,935.59
1019,8843,3,1,1197.08
1020,4211,2,3,1154.85
1021,1514,2,4,390.7
1022,5801,2,2,201.79
1023,6962,3,2,1265.19
1024,4557,3,4,1337.28
1025,8985,2,2,305.15
1026,7478,5,1,1405.68
1027,1584,1,3,1121.18
1028,4495,1,3,1149.01
1029,2151,2,3,1218.23
1030,2738,2,2,695.49
1031,5353,2,5,1478.52
1032,4229,2,3,1331.41
1033,5689,2,2,1439.82
1034,1457,4,2,640.99
1035,8196,4,5,1212.86
1036,7393,1,5,1375.16
1037,4004,5,2,997.48
1038,3872,1,1,758.34
1039,8512,4,1,1121.88
1040,2780,4,2,727.31
1041,4790,4,2,1306.63
1042,2831,2,3,1223.87
1043,7186,4,2,174.32
1044,209,3,4,1161.3
1045,5187,4,2,384.91
1046,1760,4,5,1412.63
1047,4590,1,2,1186.51
1048,7874,1,5,669.94
1049,9601,4,3,1481.4
