order_id,customer_id,order_date,total_amount
198,2904,2025-01-19,936.59
199,7082,2025-01-15,1442.86
200,8858,2025-01-07,1409.1
201,2763,2025-01-17,890.25
202,2911,2025-01-16,1998.43
203,8893,2025-01-01,735.47
204,7943,2025-01-04,1764.71
205,5213,2025-01-22,492.49
206,9348,2025-01-17,861.63
207,6720,2025-01-04,1433.7
208,6708,2025-01-24,503.6
209,8987,2025-01-01,1023.7
210,3122,2025-01-05,206.54
211,1355,2025-01-02,572.8
212,2257,2025-01-15,506.31
213,1665,2025-01-19,508.59
214,9441,2025-01-19,1504.91
215,4241,2025-01-12,1132.65
216,4781,2025-01-12,1615.46
217,6853,2025-01-17,992.01
218,92,2025-01-14,585.18
219,5367,2025-01-03,755.88
220,5400,2025-01-15,1004.62
221,5158,2025-01-23,606.73
222,932,2025-01-20,1961.82
223,7608,2025-01-04,1989
224,7549,2025-01-06,1013.12
225,326,2025-01-02,987.87
226,3436,2025-01-10,1610.75
227,4261,2025-01-14,1243.55
228,511,2025-01-15,272.08
229,2731,2025-01-17,266.25
230,338,2025-01-25,1712.28
231,9262,2025-01-09,413.5
232,4144,2025-01-10,1819.45
233,2563,2025-01-15,1461.9
234,4968,2025-01-12,1704.55
235,7833,2025-01-03,599.09
236,7889,2025-01-07,779.21
237,3256,2025-01-23,1177.5
238,4890,2025-01-11,1326.54
239,1441,2025-01-15,795.29
240,4969,2025-01-11,700.28
241,9480,2025-01-20,665.3
242,3327,2025-01-15,697.48
243,3538,2025-01-17,1538
244,661,2025-01-03,1857.46
245,7782,2025-01-22,1447.9
246,5341,2025-01-24,950.04
247,297,2025-01-06,200.51
248,6071,2025-01-02,624.82
249,5736,2025-01-25,567.45
250,5832,2025-01-05,392.99
251,560,2025-01-07,1376.07
252,4737,2025-01-12,1166.37
253,2383,2025-01-24,1254.92
254,8474,2025-01-19,1189.52
255,8759,2025-01-04,1674.83
256,3754,2025-01-26,340.59
257,8642,2025-01-16,324.38
258,2888,2025-01-07,839.74
259,8791,2025-01-19,1968.67
260,2321,2025-01-16,1914.97
261,7535,2025-01-16,248.4
262,2983,2025-01-13,1679.15
263,4066,2025-01-09,308.24
264,7563,2025-01-21,238.63
265,7533,2025-01-26,571.77
266,7012,2025-01-25,967.62
267,7141,2025-01-19,809.88
268,5563,2025-01-03,835.17
269,4328,2025-01-19,1207.46
270,9861,2025-01-01,838.21
271,6897,2025-01-04,755.38
272,1374,2025-01-11,1606.18
273,621,2025-01-23,234.67
274,9538,2025-01-25,1721.84
275,3699,2025-01-19,1829.85
276,8203,2025-01-17,584.08
277,5668,2025-01-17,941.99
278,7933,2025-01-19,1908.7
279,8194,2025-01-04,1822.56
280,3504,2025-01-12,1248.83
281,4568,2025-01-23,1262.89
282,5671,2025-01-19,758.72
283,7063,2025-01-02,929.95
284,7159,2025-01-26,1070.31
285,7949,2025-01-09,1555.59
286,2917,2025-01-14,1814.5
287,6651,2025-01-21,1285.76
288,2211,2025-01-04,205.84
289,3463,2025-01-16,1396.64
290,621,2025-01-11,1789.47
291,8811,2025-01-07,1252.63
292,4225,2025-01-06,1852.32
293,7814,2025-01-26,1845.97
294,7280,2025-01-14,1966.4
295,9565,2025-01-20,871.23
296,3129,2025-01-24,1537.78
297,9847,2025-01-06,515.32
298,8400,2025-01-22,1287.56
299,2067,2025-01-02,1590.15
300,3123,2025-01-13,1022.79
301,1676,2025-01-07,1181.84
302,2427,2025-01-26,1877.92
303,8845,2025-01-20,1557.77
304,7512,2025-01-07,1686.51
305,3218,2025-01-03,1049.81
306,1362,2025-01-09,1704.58
307,8213,2025-01-21,1370.27
308,4317,2025-01-21,228.96
309,7231,2025-01-15,867.47
310,2716,2025-01-16,886.1
311,759,2025-01-14,1744.85
312,6661,2025-01-24,879.79
313,4148,2025-01-11,1222.52
314,8743,2025-01-11,707.97
315,5842,2025-01-14,923.98
316,8351,2025-01-04,1499.61
317,6501,2025-01-15,605.78
318,6327,2025-01-23,632.86
319,8162,2025-01-07,1340.51
320,3587,2025-01-26,1833.63
321,6578,2025-01-22,432.13
322,1946,2025-01-17,493.47
323,8449,2025-01-06,1259.45
324,8735,2025-01-08,1799.54
325,2367,2025-01-21,475.77
326,8630,2025-01-10,274.11
327,6233,2025-01-08,1342.4
328,1360,2025-01-05,229.09
329,6648,2025-01-11,229.25
330,9729,2025-01-01,686.46
331,4492,2025-01-06,359.41
332,4170,2025-01-25,1989.56
333,3678,2025-01-21,282.27
334,8801,2025-01-26,982.46
335,6833,2025-01-15,1980.12
336,1058,2025-01-22,1178.82
337,4855,2025-01-26,836.44
338,3121,2025-01-02,1361.61
339,2040,2025-01-03,742.15
340,4823,2025-01-20,1771.64
341,2590,2025-01-21,401.79
342,8986,2025-01-08,1742.99
343,9875,2025-01-21,1512.52
344,1668,2025-01-18,1916.95
345,1345,2025-01-03,942.15
346,7855,2025-01-04,1022.87
347,4456,2025-01-04,439.78
348,4776,2025-01-05,321.89
349,5289,2025-01-25,1480.76
350,1094,2025-01-04,1159.19
351,5350,2025-01-15,226.91
352,2997,2025-01-20,481.32
353,817,2025-01-12,1862.57
354,7572,2025-01-07,1739.81
355,8577,2025-01-08,370.89
356,6951,2025-01-12,1735.08
357,4189,2025-01-06,271.28
358,9272,2025-01-21,1831.78
359,7138,2025-01-03,1526.5
360,6002,2025-01-02,240.57
361,4406,2025-01-24,1667.21
362,8758,2025-01-07,420.81
363,5133,2025-01-03,1310.9
364,4306,2025-01-18,1117.43
365,6102,2025-01-15,968.36
366,8014,2025-01-12,512.7
367,5732,2025-01-15,1273.6
368,2480,2025-01-15,326.41
369,3377,2025-01-12,1553.4
370,7479,2025-01-23,591.92
371,3131,2025-01-18,1623.11
372,5852,2025-01-25,1184.31
373,6854,2025-01-19,1246.84
374,5489,2025-01-06,701.19
375,9360,2025-01-19,1450.63
376,27,2025-01-17,724.97
377,2291,2025-01-03,1541.37
378,4242,2025-01-06,1396.1
379,626,2025-01-26,1611.42
380,717,2025-01-19,1077.4
381,9585,2025-01-12,1472.49
382,4310,2025-01-17,840.41
383,820,2025-01-11,795.11
384,6686,2025-01-11,437.96
385,2261,2025-01-26,694.25
386,6944,2025-01-12,455.58
387,7776,2025-01-16,600.62
388,50,2025-01-21,628.74
389,6637,2025-01-19,207.29
390,1964,2025-01-13,692.17
391,3584,2025-01-06,802.55
392,8364,2025-01-25,943.09
393,6910,2025-01-11,1570.09
394,8762,2025-01-25,851.03
395,2285,2025-01-12,1582.01
396,7069,2025-01-14,1068.96
397,9011,2025-01-19,499.64
398,3438,2025-01-11,707.76
399,4441,2025-01-23,1451.29
400,8783,2025-01-08,1040.13
401,9522,2025-01-04,458.6
402,2487,2025-01-22,1100.4
403,8828,2025-01-04,1449.68
404,4135,2025-01-21,733.19
405,7564,2025-01-22,1270.51
406,7396,2025-01-05,891.09
407,447,2025-01-01,1682.05
408,9901,2025-01-06,1981.49
409,6687,2025-01-05,1172.14
410,2590,2025-01-02,374.93
411,2621,2025-01-03,1606.5
412,556,2025-01-01,215.66
413,534,2025-01-05,1756.97
414,8835,2025-01-26,426.53
415,8299,2025-01-17,1333.71
416,4820,2025-01-10,1622.08
417,535,2025-01-05,200.46
418,6203,2025-01-14,1320.6
419,1915,2025-01-08,1327.87
420,138,2025-01-19,1966.46
421,8142,2025-01-23,1984.01
422,4672,2025-01-02,412.19
423,8345,2025-01-18,710.52
424,3005,2025-01-03,572.29
425,2202,2025-01-07,1948.11
426,5096,2025-01-01,243.26
427,1573,2025-01-05,854.7
428,969,2025-01-14,1236.25
429,4254,2025-01-19,710.99
430,2661,2025-01-15,1729.93
431,2276,2025-01-18,1373.59
432,7373,2025-01-19,1774.26
433,7097,2025-01-22,704.86
434,5986,2025-01-17,1119.07
435,6335,2025-01-22,1945.53
436,3406,2025-01-16,1949.8
437,8999,2025-01-14,933.84
438,237,2025-01-12,1065.71
439,9627,2025-01-09,505.89
440,8941,2025-01-01,573.8
441,6342,2025-01-13,527.97
442,5953,2025-01-06,586.53
443,6855,2025-01-02,1110.2
444,2169,2025-01-21,1122.91
445,4865,2025-01-08,1199.55
446,7826,2025-01-01,1123.43
447,440,2025-01-24,953.2
448,7601,2025-01-05,1009.36
449,9518,2025-01-11,1154.52
450,1037,2025-01-08,1542.44
451,1712,2025-01-16,839.04
452,519,2025-01-17,533.88
453,7632,2025-01-11,996.52
454,7819,2025-01-18,1485.05
455,555,2025-01-16,557.8
456,189,2025-01-26,1774.55
457,5400,2025-01-15,1325.78
458,4502,2025-01-02,1774.89
459,8317,2025-01-11,1450.19
460,7201,2025-01-19,1214.25
461,4662,2025-01-11,441.36
462,2718,2025-01-10,748.9
463,1827,2025-01-04,301.45
464,2898,2025-01-19,404.31
465,5279,2025-01-20,735.47
466,1468,2025-01-21,596.71
467,2116,2025-01-19,1285.24
468,9001,2025-01-02,1353.17
469,2409,2025-01-03,1755.41
470,7223,2025-01-24,1378.21
471,6742,2025-01-04,771.64
472,2659,2025-01-21,811.18
473,422,2025-01-16,1480.62
474,9193,2025-01-14,1708.7
475,6341,2025-01-22,317.57
476,5159,2025-01-19,1916.76
477,6366,2025-01-17,926.28
478,5495,2025-01-19,494.1
479,4703,2025-01-26,1302.35
480,1462,2025-01-03,877.8
481,1535,2025-01-23,1931.63
482,5682,2025-01-23,1538.04
483,8655,2025-01-25,1517.83
484,5751,2025-01-15,1677.58
485,718,2025-01-06,924.59
486,5197,2025-01-21,590.41
487,2679,2025-01-26,1580.4
488,733,2025-01-05,943.87
489,6202,2025-01-21,1526
490,5103,2025-01-22,1157.05
491,315,2025-01-15,1916.57
492,9768,2025-01-22,534.33
493,8103,2025-01-04,934.74
494,4531,2025-01-07,1824.33
495,9650,2025-01-26,928.77
496,2055,2025-01-12,1338.52
497,4422,2025-01-22,1936.03
498,6485,2025-01-05,1084.02
499,723,2025-01-02,1631.66
500,7405,2025-01-14,837.76
501,9673,2025-01-08,1923.64
502,2889,2025-01-14,1962.92
503,1899,2025-01-12,837.59
504,6273,2025-01-18,803.08
505,8996,2025-01-25,1509.67
506,1992,2025-01-11,1309.87
507,2279,2025-01-23,577.35
508,4720,2025-01-12,207.84
509,6754,2025-01-04,1970.94
510,8538,2025-01-20,1432.81
511,2311,2025-01-11,818.55
512,1649,2025-01-09,438.46
513,9896,2025-01-25,623.57
514,1847,2025-01-23,1410.01
515,1724,2025-01-18,1283.74
516,9106,2025-01-01,1746.83
517,2171,2025-01-24,1354.68
518,8527,2025-01-07,1614.91
519,7143,2025-01-24,749.03
520,231,2025-01-02,1629.49
521,3415,2025-01-20,1470.04
522,7021,2025-01-04,704.63
523,4969,2025-01-22,528.73
524,1230,2025-01-13,1883.04
525,1839,2025-01-10,1518.73
526,7836,2025-01-01,204.83
527,9554,2025-01-09,1199.38
528,1360,2025-01-06,1729.49
529,1612,2025-01-19,963.85
530,6060,2025-01-13,1078.3
531,24,2025-01-01,1054.75
532,4018,2025-01-21,1317.65
533,7490,2025-01-02,945.2
534,2802,2025-01-03,1546.97
535,8175,2025-01-24,1498.4
536,4444,2025-01-11,560.66
537,9572,2025-01-10,252.85
538,8629,2025-01-12,1929.52
539,9428,2025-01-15,928.24
540,7789,2025-01-20,1039.9
541,7673,2025-01-07,672.92
542,1395,2025-01-02,636.76
543,6613,2025-01-26,669.1
544,7908,2025-01-23,1413.22
545,4236,2025-01-01,332.49
546,1947,2025-01-10,348.45
547,9279,2025-01-14,1436.86
548,9182,2025-01-09,543.67
549,3672,2025-01-11,948.28
550,463,2025-01-20,587.09
551,9009,2025-01-03,869.49
552,9202,2025-01-25,751.15
553,4854,2025-01-15,586.94
554,7335,2025-01-12,1853.7
555,6765,2025-01-17,683.46
556,1402,2025-01-22,1320.39
557,9526,2025-01-24,1982.49
558,6572,2025-01-17,502.56
559,7895,2025-01-07,593.12
560,7131,2025-01-17,360.73
561,3575,2025-01-15,248.23
562,4221,2025-01-05,1782.63
563,7942,2025-01-14,447.55
564,4836,2025-01-15,657.1
565,9102,2025-01-17,1985.56
566,4199,2025-01-13,399.18
567,8189,2025-01-03,1098.67
568,4414,2025-01-22,1749.78
569,9953,2025-01-08,1847.68
570,875,2025-01-25,1677.41
571,6032,2025-01-22,620.75
572,8844,2025-01-06,747.86
573,175,2025-01-07,1585.64
574,8584,2025-01-07,858.5
575,2776,2025-01-13,908.91
576,5711,2025-01-03,316.69
577,6475,2025-01-07,451.56
578,5905,2025-01-13,859.73
579,5711,2025-01-14,912.75
580,3424,2025-01-06,965.47
581,2896,2025-01-14,831.57
582,3043,2025-01-20,1261.23
583,6541,2025-01-06,1181.23
584,2925,2025-01-15,638.64
585,2899,2025-01-08,1018.29
586,3012,2025-01-23,1045.85
587,6386,2025-01-24,428.22
588,2200,2025-01-02,1970.88
589,8619,2025-01-04,359.06
590,5196,2025-01-24,471.82
591,6544,2025-01-23,1356.81
592,8022,2025-01-25,810.98
593,8242,2025-01-18,1554.27
594,4486,2025-01-02,1329.49
595,6976,2025-01-17,1965.64
596,6150,2025-01-19,357.84
597,7441,2025-01-23,1896.2
598,1997,2025-01-03,1205.29
599,9387,2025-01-09,1310.09
600,9840,2025-01-26,1952.03
601,9908,2025-01-20,551.3
602,8878,2025-01-19,1747.12
603,950,2025-01-14,494.56
604,733,2025-01-06,1161.73
605,2267,2025-01-17,1617.66
606,1723,2025-01-12,582.97
607,8618,2025-01-16,1797.64
608,7191,2025-01-09,510.81
609,5211,2025-01-13,821.53
610,1641,2025-01-20,1385.21
611,3077,2025-01-02,501.5
612,1144,2025-01-17,920.63
613,3942,2025-01-05,1182.62
614,386,2025-01-25,512.84
615,1785,2025-01-16,617.77
616,1543,2025-01-13,1301.21
617,375,2025-01-17,1804.92
618,1900,2025-01-05,323.74
619,1486,2025-01-09,1094.79
620,7537,2025-01-12,793.07
621,4984,2025-01-01,514.47
622,2261,2025-01-22,483.21
623,7873,2025-01-06,1882.4
624,7173,2025-01-08,860.61
625,5300,2025-01-17,379.86
626,6234,2025-01-05,495.32
627,113,2025-01-13,1438.43
628,7262,2025-01-21,1272.59
629,9601,2025-01-11,907.26
630,3122,2025-01-13,245.64
631,4507,2025-01-07,974.72
632,2836,2025-01-23,1617.47
633,5025,2025-01-17,1256.82
634,3517,2025-01-04,1275.95
635,2396,2025-01-04,1131.53
636,7444,2025-01-22,290.6
637,6117,2025-01-18,1270.64
638,5242,2025-01-02,1309.3
639,2440,2025-01-08,1648.65
640,9279,2025-01-19,1206.17
641,96,2025-01-16,1057.02
642,6459,2025-01-21,1365.91
643,5498,2025-01-08,1487.07
644,88,2025-01-07,1598.99
645,5391,2025-01-09,733.72
646,382,2025-01-22,1665.19
647,5420,2025-01-15,1687.51
648,4533,2025-01-09,999.58
649,9475,2025-01-23,1278.47
650,6507,2025-01-22,1828.11
651,6039,2025-01-21,245.59
652,6694,2025-01-08,1350.76
653,463,2025-01-07,898.53
654,727,2025-01-10,324.86
655,886,2025-01-23,458.63
656,502,2025-01-22,918.98
657,9952,2025-01-21,792.6
658,6366,2025-01-21,1688.19
659,4964,2025-01-08,1645.83
660,1305,2025-01-15,1956.32
661,5927,2025-01-23,1843.8
662,537,2025-01-09,955.19
663,8938,2025-01-23,1953.84
664,6536,2025-01-24,1736.16
665,3861,2025-01-09,1274.5
666,2228,2025-01-01,1415.21
667,5088,2025-01-10,985.26
668,4465,2025-01-08,1320.44
669,3863,2025-01-15,1452.61
670,3600,2025-01-24,1212.62
671,6769,2025-01-22,954.46
672,2610,2025-01-09,291.76
673,613,2025-01-01,1851.82
674,89,2025-01-26,1160.5
675,3580,2025-01-03,1175.71
676,3599,2025-01-06,1278.45
677,5390,2025-01-04,1125.59
678,7431,2025-01-22,316.91
679,7370,2025-01-08,1712.17
680,5386,2025-01-12,1198.52
681,8090,2025-01-10,574.7
682,1497,2025-01-07,888.26
683,2583,2025-01-24,1042.84
684,8866,2025-01-08,1385.15
685,5665,2025-01-17,1237.44
686,8257,2025-01-10,460.56
687,4241,2025-01-18,480.01
688,3288,2025-01-10,434.24
689,4883,2025-01-05,989.98
690,3458,2025-01-03,1705.17
691,6333,2025-01-26,1649.8
692,128,2025-01-09,992.25
693,9312,2025-01-02,415.23
694,9096,2025-01-23,601.94
695,6048,2025-01-07,1225.29
696,9680,2025-01-17,277.27
697,1599,2025-01-06,1751.13
698,4775,2025-01-13,725.59
699,3045,2025-01-23,1745.71
700,5266,2025-01-02,1899.72
701,4774,2025-01-10,1258.07
702,9591,2025-01-06,1157.5
703,9753,2025-01-26,1532.81
704,4614,2025-01-06,907.8
705,5120,2025-01-02,687.82
706,8397,2025-01-21,1181.73
707,2420,2025-01-21,1394.94
708,9452,2025-01-22,760.09
709,3751,2025-01-26,1510.49
710,3951,2025-01-13,1289.69
711,7345,2025-01-12,1722.46
712,7430,2025-01-14,610.48
713,5798,2025-01-04,1283.15
714,4001,2025-01-10,1662.93
715,993,2025-01-03,253.66
716,274,2025-01-25,316.51
717,8655,2025-01-10,254.34
718,2302,2025-01-02,1239.88
719,5380,2025-01-24,1377.54
720,4983,2025-01-10,680.39
721,7818,2025-01-17,1871.03
722,8292,2025-01-04,1289.79
723,5004,2025-01-18,970.83
724,9181,2025-01-03,1530.15
725,4604,2025-01-23,932.31
726,466,2025-01-19,1145.6
727,2864,2025-01-26,1151.28
728,1431,2025-01-26,957.3
729,4717,2025-01-16,566.84
730,9224,2025-01-25,759.66
731,4238,2025-01-11,379.95
732,1124,2025-01-07,662.19
733,1067,2025-01-23,1150.56
734,8122,2025-01-14,1090.25
735,5089,2025-01-09,421.45
736,1063,2025-01-25,668.21
737,2880,2025-01-08,619.49
738,3960,2025-01-25,1356.07
739,3602,2025-01-07,317.05
740,2859,2025-01-20,674.19
741,4410,2025-01-16,1112.88
742,9459,2025-01-18,1382.94
743,4076,2025-01-19,1459.97
744,1230,2025-01-14,1377.74
745,2641,2025-01-16,334.27
746,6082,2025-01-01,1037.1
747,8730,2025-01-14,1720.01
748,363,2025-01-07,1315.5
749,6875,2025-01-14,1235.29
750,7108,2025-01-06,1146.62
751,4150,2025-01-22,766.59
752,8175,2025-01-01,1408.72
753,5066,2025-01-03,357.46
754,6043,2025-01-13,1621.74
755,3241,2025-01-04,763.99
756,9850,2025-01-17,360.94
757,459,2025-01-03,1466.76
758,3534,2025-01-22,579.07
759,9837,2025-01-20,977.03
760,8460,2025-01-08,1667.44
761,529,2025-01-15,1058.75
762,2708,2025-01-17,378.92
763,338,2025-01-20,1456.45
764,9033,2025-01-22,1841.48
765,2885,2025-01-16,1148.61
766,2089,2025-01-06,1564.24
767,3244,2025-01-12,1492.59
768,7335,2025-01-19,1567.37
769,7461,2025-01-17,1462.53
770,5764,2025-01-17,215.61
771,30,2025-01-09,1581.98
772,4423,2025-01-08,600.12
773,9392,2025-01-11,394.98
774,9644,2025-01-26,747.72
775,753,2025-01-07,902.97
776,283,2025-01-24,995.73
777,916,2025-01-14,1707.67
778,8276,2025-01-11,1789.62
779,3169,2025-01-12,1040.37
780,1342,2025-01-17,368.04
781,1729,2025-01-18,1659.09
782,7063,2025-01-08,1990.18
783,9094,2025-01-11,874
784,9699,2025-01-05,1073.6
785,6564,2025-01-01,411.79
786,342,2025-01-25,437.48
787,7481,2025-01-19,1536.82
788,1457,2025-01-20,775.02
789,8918,2025-01-02,1105.34
790,1039,2025-01-10,555.98
791,3727,2025-01-16,1905.72
792,767,2025-01-03,743.25
793,4611,2025-01-02,1482.68
794,5642,2025-01-21,819.66
795,3130,2025-01-01,1290.29
796,9141,2025-01-16,749.16
797,7192,2025-01-25,682.73
798,3747,2025-01-22,642.74
799,8079,2025-01-12,1978.99
800,4849,2025-01-19,1128.39
801,4430,2025-01-17,549.85
802,3689,2025-01-03,280.87
803,1991,2025-01-16,1699.75
804,7279,2025-01-09,1772.45
805,3496,2025-01-19,1790.21
806,4269,2025-01-24,738.24
807,5523,2025-01-13,1847.92
808,6327,2025-01-14,1150.14
809,5773,2025-01-26,627.7
810,9925,2025-01-20,1996.73
811,3045,2025-01-19,222.6
812,5446,2025-01-12,657.08
813,9211,2025-01-01,1050.32
814,5595,2025-01-22,1820.73
815,9142,2025-01-08,1754.29
816,4576,2025-01-09,1876.29
817,2614,2025-01-01,671.26
818,8067,2025-01-22,1956.93
819,4044,2025-01-04,312.63
820,4954,2025-01-10,544.24
821,1432,2025-01-24,352.6
822,8166,2025-01-03,285.37
823,8924,2025-01-15,916.29
824,3813,2025-01-23,226.36
825,5211,2025-01-22,1061.04
826,8916,2025-01-15,1569.69
827,6834,2025-01-24,407.96
828,8810,2025-01-17,1603.54
829,3596,2025-01-05,584.98
830,260,2025-01-23,555.45
831,6590,2025-01-26,1148.59
832,6538,2025-01-23,693.29
833,9306,2025-01-12,540.61
834,5458,2025-01-25,1868.68
835,1911,2025-01-20,1946.08
836,8933,2025-01-15,1404.71
837,4956,2025-01-06,832.11
838,1886,2025-01-19,472.93
839,4388,2025-01-20,1402.13
840,4960,2025-01-20,1569.17
841,1210,2025-01-09,1083.23
842,7270,2025-01-03,1390.94
843,642,2025-01-15,570.24
844,6428,2025-01-04,1592.33
845,3020,2025-01-26,517.19
846,9120,2025-01-08,794.79
847,6283,2025-01-04,1946.4
848,7217,2025-01-17,1107.57
849,2369,2025-01-05,390.89
850,1682,2025-01-02,1057.92
851,2607,2025-01-11,1422.9
